sender,receiver,timestamp,topic
staff_01@company.com,staff_09@company.com,2024-01-18,Update
staff_13@company.com,sales_lead@company.com,2024-01-22,Coffee
ceo@company.com,staff_13@company.com,2024-02-17,Report
staff_03@company.com,staff_10@company.com,2024-02-22,Report
cto@company.com,staff_06@company.com,2024-01-16,Sync
staff_09@company.com,staff_08@company.com,2024-02-22,Coffee
staff_04@company.com,staff_15@company.com,2024-01-08,Report
staff_10@company.com,sales_lead@company.com,2024-02-12,Planning
eng_lead@company.com,staff_04@company.com,2024-01-26,Update
cto@company.com,staff_07@company.com,2024-02-24,Update
staff_03@company.com,staff_05@company.com,2024-01-29,Update
eng_lead@company.com,staff_01@company.com,2024-01-09,Planning
staff_03@company.com,staff_11@company.com,2024-03-01,Coffee
ceo@company.com,staff_02@company.com,2024-01-20,Report
ceo@company.com,staff_08@company.com,2024-01-25,Report
staff_02@company.com,staff_04@company.com,2024-02-18,Report
staff_03@company.com,hr_lead@company.com,2024-01-14,Sync
staff_06@company.com,staff_04@company.com,2024-01-08,Update
ceo@company.com,hr_lead@company.com,2024-01-21,Sync
ceo@company.com,staff_03@company.com,2024-02-07,Planning
staff_10@company.com,staff_09@company.com,2024-02-04,Update
sales_lead@company.com,staff_04@company.com,2024-02-10,Coffee
cto@company.com,staff_10@company.com,2024-01-24,Coffee
sales_lead@company.com,staff_02@company.com,2024-02-17,Update
staff_13@company.com,hr_lead@company.com,2024-02-11,Planning
staff_03@company.com,hr_lead@company.com,2024-02-01,Update
staff_12@company.com,staff_07@company.com,2024-01-18,Report
staff_11@company.com,staff_08@company.com,2024-02-13,Sync
staff_04@company.com,eng_lead@company.com,2024-02-11,Planning
staff_10@company.com,sales_lead@company.com,2024-01-30,Update
staff_09@company.com,staff_05@company.com,2024-03-01,Coffee
staff_06@company.com,staff_07@company.com,2024-02-21,Sync
staff_15@company.com,cto@company.com,2024-01-04,Planning
staff_12@company.com,staff_15@company.com,2024-01-08,Coffee
cto@company.com,staff_10@company.com,2024-01-17,Coffee
staff_04@company.com,staff_07@company.com,2024-01-15,Coffee
staff_02@company.com,staff_03@company.com,2024-02-19,Report
staff_07@company.com,staff_13@company.com,2024-01-09,Update
hr_lead@company.com,staff_03@company.com,2024-02-20,Sync
staff_01@company.com,ceo@company.com,2024-02-06,Report
sales_lead@company.com,staff_11@company.com,2024-01-05,Planning
staff_11@company.com,staff_10@company.com,2024-02-24,Report
staff_01@company.com,staff_03@company.com,2024-01-17,Sync
eng_lead@company.com,staff_04@company.com,2024-02-04,Report
staff_10@company.com,staff_09@company.com,2024-01-12,Sync
eng_lead@company.com,staff_06@company.com,2024-02-17,Coffee
staff_09@company.com,staff_10@company.com,2024-02-27,Update
staff_09@company.com,hr_lead@company.com,2024-02-19,Planning
staff_01@company.com,staff_06@company.com,2024-02-04,Sync
ceo@company.com,hr_lead@company.com,2024-01-26,Coffee
staff_03@company.com,staff_02@company.com,2024-01-05,Update
staff_05@company.com,staff_14@company.com,2024-02-25,CONFIDENTIAL: Internal Data Export
staff_15@company.com,ceo@company.com,2024-02-23,Update
ceo@company.com,eng_lead@company.com,2024-01-24,Coffee
staff_09@company.com,staff_12@company.com,2024-02-18,Sync
staff_05@company.com,staff_13@company.com,2024-01-13,Report
ceo@company.com,staff_07@company.com,2024-02-03,Report
staff_12@company.com,staff_07@company.com,2024-01-23,Coffee
ceo@company.com,sales_lead@company.com,2024-02-29,Planning
staff_15@company.com,eng_lead@company.com,2024-01-11,Coffee
cto@company.com,staff_03@company.com,2024-01-14,Sync
cto@company.com,staff_03@company.com,2024-01-01,Report
eng_lead@company.com,hr_lead@company.com,2024-01-03,Report
staff_11@company.com,sales_lead@company.com,2024-01-07,Coffee
staff_09@company.com,staff_08@company.com,2024-01-26,Planning
ceo@company.com,staff_03@company.com,2024-02-19,Update
staff_11@company.com,staff_15@company.com,2024-02-15,Sync
staff_15@company.com,staff_02@company.com,2024-01-14,Coffee
staff_01@company.com,staff_14@company.com,2024-02-20,Sync
staff_03@company.com,staff_10@company.com,2024-01-09,Planning
staff_08@company.com,staff_10@company.com,2024-01-19,Sync
ceo@company.com,staff_12@company.com,2024-01-20,Sync
staff_08@company.com,sales_lead@company.com,2024-01-04,Update
staff_03@company.com,staff_07@company.com,2024-02-07,Planning
ceo@company.com,staff_12@company.com,2024-01-21,Sync
staff_15@company.com,staff_01@company.com,2024-01-02,Report
staff_05@company.com,sales_lead@company.com,2024-01-19,Planning
ceo@company.com,staff_01@company.com,2024-02-11,Planning
staff_11@company.com,staff_09@company.com,2024-02-13,Report
staff_04@company.com,staff_09@company.com,2024-02-08,Report
ceo@company.com,staff_10@company.com,2024-01-03,Coffee
staff_15@company.com,staff_06@company.com,2024-01-28,Planning
ceo@company.com,cto@company.com,2024-01-31,Sync
ceo@company.com,staff_06@company.com,2024-01-11,Update
staff_10@company.com,staff_09@company.com,2024-02-11,Coffee
staff_11@company.com,sales_lead@company.com,2024-02-21,Coffee
staff_07@company.com,staff_06@company.com,2024-02-29,Sync
staff_05@company.com,staff_07@company.com,2024-02-15,Coffee
staff_15@company.com,staff_03@company.com,2024-01-10,Planning
staff_10@company.com,staff_03@company.com,2024-02-19,Update
sales_lead@company.com,staff_08@company.com,2024-02-22,Coffee
cto@company.com,staff_13@company.com,2024-01-07,Update
sales_lead@company.com,staff_06@company.com,2024-02-06,Planning
ceo@company.com,staff_02@company.com,2024-02-17,Update
staff_12@company.com,staff_11@company.com,2024-02-23,Report
ceo@company.com,eng_lead@company.com,2024-01-11,Sync
staff_15@company.com,staff_03@company.com,2024-01-03,Coffee
ceo@company.com,staff_05@company.com,2024-01-14,Update
staff_02@company.com,staff_09@company.com,2024-01-05,Update
staff_04@company.com,sales_lead@company.com,2024-01-30,Sync
staff_02@company.com,staff_01@company.com,2024-01-23,Report
sales_lead@company.com,staff_09@company.com,2024-03-01,Planning
staff_06@company.com,staff_15@company.com,2024-01-08,Report
staff_11@company.com,staff_08@company.com,2024-02-13,Report
staff_02@company.com,hr_lead@company.com,2024-02-18,Report
staff_04@company.com,sales_lead@company.com,2024-02-15,Planning
cto@company.com,staff_07@company.com,2024-02-28,Update
staff_02@company.com,staff_03@company.com,2024-01-23,Coffee
cto@company.com,staff_12@company.com,2024-02-04,Coffee
staff_01@company.com,staff_03@company.com,2024-02-13,Coffee
eng_lead@company.com,staff_04@company.com,2024-01-28,Sync
staff_06@company.com,staff_05@company.com,2024-02-17,Report
cto@company.com,staff_10@company.com,2024-02-22,Coffee
cto@company.com,staff_05@company.com,2024-02-06,Report
sales_lead@company.com,staff_10@company.com,2024-02-05,Update
eng_lead@company.com,staff_05@company.com,2024-01-02,Coffee
staff_02@company.com,staff_06@company.com,2024-02-13,Sync
staff_09@company.com,cto@company.com,2024-02-25,Planning
staff_13@company.com,staff_07@company.com,2024-01-16,Report
eng_lead@company.com,staff_13@company.com,2024-01-01,Coffee
cto@company.com,staff_04@company.com,2024-01-18,Update
staff_08@company.com,staff_10@company.com,2024-01-31,Update
cto@company.com,staff_14@company.com,2024-02-06,Report
ceo@company.com,eng_lead@company.com,2024-02-01,Report
staff_08@company.com,staff_09@company.com,2024-02-25,Update
ceo@company.com,staff_07@company.com,2024-01-19,Planning
staff_09@company.com,staff_03@company.com,2024-02-11,Update
staff_12@company.com,staff_11@company.com,2024-01-29,Coffee
staff_10@company.com,staff_05@company.com,2024-02-15,Update
staff_08@company.com,staff_11@company.com,2024-02-21,Update
staff_04@company.com,eng_lead@company.com,2024-02-29,Sync
sales_lead@company.com,staff_09@company.com,2024-01-12,Report
staff_15@company.com,staff_05@company.com,2024-01-25,Report
staff_03@company.com,hr_lead@company.com,2024-02-03,Update
staff_06@company.com,staff_15@company.com,2024-01-22,Sync
eng_lead@company.com,staff_04@company.com,2024-02-21,Report
cto@company.com,staff_04@company.com,2024-02-24,Update
ceo@company.com,staff_02@company.com,2024-02-16,Update
ceo@company.com,staff_08@company.com,2024-01-16,Update
staff_10@company.com,staff_09@company.com,2024-01-10,Planning
staff_10@company.com,cto@company.com,2024-02-14,Planning
staff_01@company.com,cto@company.com,2024-01-31,Planning
staff_13@company.com,staff_01@company.com,2024-01-18,Planning
staff_11@company.com,staff_09@company.com,2024-01-15,Sync
cto@company.com,staff_15@company.com,2024-01-29,Coffee
sales_lead@company.com,staff_08@company.com,2024-02-27,Coffee
staff_08@company.com,staff_09@company.com,2024-02-02,Planning
cto@company.com,staff_08@company.com,2024-01-14,Coffee
staff_02@company.com,staff_12@company.com,2024-01-26,Report
hr_lead@company.com,staff_01@company.com,2024-01-13,Coffee
staff_08@company.com,staff_11@company.com,2024-01-04,Sync
staff_14@company.com,staff_09@company.com,2024-01-16,Planning
staff_10@company.com,staff_08@company.com,2024-02-21,Sync
cto@company.com,staff_14@company.com,2024-02-22,Coffee
staff_01@company.com,staff_02@company.com,2024-02-25,Coffee
staff_13@company.com,staff_11@company.com,2024-01-31,Coffee
cto@company.com,staff_11@company.com,2024-01-27,Sync
cto@company.com,staff_15@company.com,2024-01-16,Report
staff_11@company.com,staff_10@company.com,2024-01-05,Sync
ceo@company.com,staff_01@company.com,2024-02-29,Sync
eng_lead@company.com,staff_12@company.com,2024-01-26,Update
staff_07@company.com,staff_09@company.com,2024-01-21,Sync
staff_02@company.com,ceo@company.com,2024-01-23,Sync
staff_04@company.com,staff_06@company.com,2024-02-02,Report
staff_11@company.com,staff_09@company.com,2024-01-09,Coffee
staff_09@company.com,cto@company.com,2024-02-24,Planning
staff_14@company.com,staff_08@company.com,2024-01-20,Planning
staff_06@company.com,eng_lead@company.com,2024-02-05,Update
cto@company.com,staff_08@company.com,2024-02-14,Report
staff_08@company.com,sales_lead@company.com,2024-01-05,Report
ceo@company.com,staff_06@company.com,2024-01-30,Report
ceo@company.com,staff_08@company.com,2024-02-01,Planning
eng_lead@company.com,staff_09@company.com,2024-02-21,Sync
staff_01@company.com,staff_02@company.com,2024-01-29,Sync
staff_04@company.com,staff_03@company.com,2024-01-12,Update
cto@company.com,staff_14@company.com,2024-01-25,Update
cto@company.com,staff_05@company.com,2024-01-16,Coffee
ceo@company.com,sales_lead@company.com,2024-02-28,Planning
staff_02@company.com,staff_03@company.com,2024-02-14,Coffee
staff_08@company.com,staff_09@company.com,2024-02-12,Sync
ceo@company.com,cto@company.com,2024-01-12,Coffee
staff_09@company.com,staff_10@company.com,2024-01-31,Planning
staff_05@company.com,staff_07@company.com,2024-02-23,CONFIDENTIAL: Internal Data Export
staff_04@company.com,hr_lead@company.com,2024-02-18,Update
cto@company.com,staff_05@company.com,2024-01-26,Sync
staff_10@company.com,staff_08@company.com,2024-01-06,Planning
staff_11@company.com,staff_08@company.com,2024-01-31,Coffee
cto@company.com,staff_03@company.com,2024-02-08,Coffee
staff_01@company.com,staff_05@company.com,2024-02-06,Coffee
staff_10@company.com,ceo@company.com,2024-01-29,Planning
staff_01@company.com,hr_lead@company.com,2024-02-07,Sync
staff_15@company.com,staff_02@company.com,2024-01-19,Report
cto@company.com,staff_04@company.com,2024-02-17,Report
staff_13@company.com,staff_12@company.com,2024-01-30,Sync
staff_11@company.com,staff_03@company.com,2024-01-22,Update
cto@company.com,staff_02@company.com,2024-01-24,Update
staff_13@company.com,staff_09@company.com,2024-01-17,Planning
staff_01@company.com,staff_02@company.com,2024-02-29,Report
cto@company.com,ceo@company.com,2024-02-12,Planning
staff_08@company.com,sales_lead@company.com,2024-01-18,Coffee
staff_02@company.com,hr_lead@company.com,2024-01-14,Sync
cto@company.com,staff_03@company.com,2024-02-17,Sync
staff_11@company.com,eng_lead@company.com,2024-02-06,Coffee
staff_01@company.com,staff_02@company.com,2024-01-25,Report
staff_01@company.com,staff_04@company.com,2024-02-04,Coffee
staff_03@company.com,staff_11@company.com,2024-02-01,Coffee
staff_04@company.com,staff_03@company.com,2024-02-14,Coffee
cto@company.com,eng_lead@company.com,2024-02-08,Planning
staff_03@company.com,staff_12@company.com,2024-01-19,Sync
staff_02@company.com,cto@company.com,2024-02-15,Report
eng_lead@company.com,hr_lead@company.com,2024-01-18,Report
ceo@company.com,staff_02@company.com,2024-01-10,Planning
staff_10@company.com,staff_07@company.com,2024-01-09,Update
staff_15@company.com,staff_14@company.com,2024-02-04,Update
ceo@company.com,hr_lead@company.com,2024-02-28,Update
staff_03@company.com,hr_lead@company.com,2024-01-17,Report
staff_06@company.com,staff_15@company.com,2024-01-21,Planning
staff_09@company.com,staff_10@company.com,2024-02-22,Coffee
staff_01@company.com,hr_lead@company.com,2024-02-13,Coffee
cto@company.com,staff_15@company.com,2024-01-14,Planning
staff_03@company.com,hr_lead@company.com,2024-01-07,Report
eng_lead@company.com,staff_11@company.com,2024-02-07,Planning
cto@company.com,staff_15@company.com,2024-01-25,Update
staff_08@company.com,staff_11@company.com,2024-01-25,Update
staff_02@company.com,staff_07@company.com,2024-01-17,Planning
hr_lead@company.com,staff_10@company.com,2024-01-13,Report
staff_01@company.com,cto@company.com,2024-02-17,Update
staff_01@company.com,staff_03@company.com,2024-02-07,Update
cto@company.com,staff_14@company.com,2024-01-03,Report
cto@company.com,staff_05@company.com,2024-01-02,Coffee
staff_10@company.com,staff_08@company.com,2024-01-12,Report
cto@company.com,staff_06@company.com,2024-02-08,Planning
cto@company.com,staff_03@company.com,2024-01-11,Update
cto@company.com,staff_14@company.com,2024-02-16,Planning
staff_03@company.com,staff_07@company.com,2024-02-08,Report
staff_08@company.com,staff_03@company.com,2024-02-20,Update
hr_lead@company.com,staff_02@company.com,2024-02-05,Report
staff_08@company.com,staff_09@company.com,2024-01-28,Update
staff_04@company.com,staff_02@company.com,2024-01-19,Update
sales_lead@company.com,staff_10@company.com,2024-01-29,Report
staff_11@company.com,staff_05@company.com,2024-02-22,Update
sales_lead@company.com,staff_05@company.com,2024-01-19,Coffee
staff_03@company.com,staff_07@company.com,2024-01-26,Planning
staff_03@company.com,hr_lead@company.com,2024-02-04,Sync
sales_lead@company.com,staff_08@company.com,2024-02-21,Planning
staff_15@company.com,staff_02@company.com,2024-01-14,Update
staff_06@company.com,staff_07@company.com,2024-02-11,Update
cto@company.com,staff_01@company.com,2024-01-28,Sync
staff_10@company.com,staff_03@company.com,2024-02-13,Report
staff_02@company.com,staff_03@company.com,2024-02-19,Sync
staff_04@company.com,staff_01@company.com,2024-01-03,Update
ceo@company.com,staff_07@company.com,2024-01-15,Report
staff_10@company.com,cto@company.com,2024-02-19,Sync
staff_05@company.com,staff_08@company.com,2024-01-16,CONFIDENTIAL: Internal Data Export
ceo@company.com,staff_05@company.com,2024-01-08,Report
staff_01@company.com,staff_03@company.com,2024-01-27,Report
staff_06@company.com,ceo@company.com,2024-01-07,Planning
eng_lead@company.com,staff_08@company.com,2024-02-17,Update
sales_lead@company.com,ceo@company.com,2024-01-20,Sync
sales_lead@company.com,staff_10@company.com,2024-02-09,Coffee
ceo@company.com,staff_13@company.com,2024-02-11,Report
ceo@company.com,staff_05@company.com,2024-02-13,Planning
staff_13@company.com,cto@company.com,2024-02-23,Update
staff_13@company.com,staff_05@company.com,2024-02-11,Sync
staff_09@company.com,staff_08@company.com,2024-02-26,Coffee
cto@company.com,staff_08@company.com,2024-01-22,Planning
ceo@company.com,eng_lead@company.com,2024-01-21,Update
cto@company.com,staff_14@company.com,2024-02-02,Planning
eng_lead@company.com,staff_02@company.com,2024-02-16,Coffee
